user_id,first_name,last_name,email,company_name,domain_name,signup_date,plan,monthly_fee,status,last_login,total_revenue_generated,signup_month,signup_year
527,Grace,Roberts,grace.roberts@alexander.org,Watson PLC,davila.info,2023-08-04,Enterprise,199,Active,2023-11-16,3383,8,2023
528,Cody,Lopez,cody.lopez@pena-saunders.biz,Henry-Ewing,case.com,2025-01-11,Enterprise,199,Active,2025-01-13,995,1,2025
529,Elizabeth,Reed,elizabeth.reed@daniels.com,Campbell-Frazier,boone.com,2023-06-27,Professional,97,Active,2023-11-29,582,6,2023
530,Alicia,Stevenson,alicia.stevenson@johnson-cervantes.com,Small-Guzman,goodman.biz,2023-11-07,Enterprise,199,Canceled,2024-08-08,398,11,2023
531,Kristen,Johnston,kristen.johnston@morrison-lynch.org,"Flores, Beck and Williams",white.com,2024-11-20,Professional,97,Active,2024-12-09,1455,11,2024
532,Teresa,Diaz,teresa.diaz@case.com,Mclean Inc,walker.com,2023-12-07,Enterprise,199,Canceled,2024-03-14,1990,12,2023
533,Crystal,Caldwell,crystal.caldwell@haley.com,Wilson-Kramer,weeks.info,2024-10-24,Starter,47,Active,2024-12-07,423,10,2024
534,Paige,Carter,paige.carter@johnson.com,Bradley-Santos,davis.org,2023-03-15,Professional,97,Canceled,2024-07-04,679,3,2023
535,Heather,Johnson,heather.johnson@mcfarland.com,"Walter, Garcia and Larson",baldwin.org,2024-11-09,Enterprise,199,Active,2024-12-28,1791,11,2024
536,Ryan,Guzman,ryan.guzman@clarke-sanchez.org,Norman Group,kerr.com,2023-01-25,Starter,47,Canceled,2023-03-31,47,1,2023
537,Anthony,Moore,anthony.moore@callahan.net,Werner Group,dean-green.com,2024-10-28,Enterprise,199,Active,2025-01-16,3781,10,2024
538,Grant,Chaney,grant.chaney@vazquez.com,Ruiz Group,swanson.com,2023-09-06,Professional,97,Active,2024-03-10,2328,9,2023
539,Nicole,Garza,nicole.garza@parrish.com,Stephens Inc,davis.net,2024-12-22,Starter,47,Canceled,2025-01-01,47,12,2024
540,Ronald,Garcia,ronald.garcia@mckenzie.com,Bryant LLC,richards.info,2023-02-05,Starter,47,Active,2025-01-19,940,2,2023
541,Stephanie,Shaw,stephanie.shaw@flynn-rogers.org,Frank-Meyers,rojas.org,2023-07-05,Professional,97,Canceled,2023-10-19,485,7,2023
542,John,Archer,john.archer@perry.info,"Brown, Gibbs and Wise",johnson.org,2024-05-16,Professional,97,Canceled,2024-12-18,291,5,2024
543,Sara,Strong,sara.strong@schneider.biz,"Carpenter, Brown and Douglas",gomez.com,2023-01-24,Starter,47,Canceled,2024-11-28,329,1,2023
544,Steven,Wilson,steven.wilson@townsend-green.net,Rowe-Brooks,lopez.biz,2023-07-11,Enterprise,199,Active,2025-01-13,4577,7,2023
545,Kristina,Gay,kristina.gay@schroeder-mcbride.biz,Davis-Compton,hubbard.info,2023-11-03,Enterprise,199,Canceled,2024-09-13,1393,11,2023
546,Evan,Adkins,evan.adkins@mccullough.org,"Hoffman, Adams and Kelly",bell.com,2023-08-14,Enterprise,199,Active,2024-03-28,3582,8,2023
547,Tracey,Wood,tracey.wood@rosales-johnson.info,"Lucero, Byrd and Cortez",carr-howe.com,2023-05-08,Professional,97,Canceled,2024-02-13,291,5,2023
548,Aaron,Cook,aaron.cook@edwards.com,Lynch Group,fox-robinson.com,2023-06-09,Starter,47,Active,2023-10-05,517,6,2023
549,Miguel,Anderson,miguel.anderson@fowler.com,Benjamin-Jones,bryant.com,2023-06-03,Enterprise,199,Canceled,2023-12-02,2388,6,2023
550,Brittany,Clark,brittany.clark@hensley.com,"Davis, Barker and Bruce",shaw.com,2024-08-14,Professional,97,Canceled,2024-12-21,291,8,2024
551,Frances,Martin,frances.martin@parrish.com,Young and Sons,cox.com,2023-11-05,Starter,47,Active,2023-11-20,235,11,2023
552,Michelle,Shepard,michelle.shepard@clark.com,"Phillips, Huang and Henry",sanders-logan.info,2023-11-16,Professional,97,Active,2024-10-29,582,11,2023
553,Sandra,Williams,sandra.williams@adams.net,Bryant-Wilson,bryant.info,2023-12-31,Starter,47,Canceled,2025-01-17,235,12,2023
554,Daniel,Keller,daniel.keller@obrien-porter.com,Torres-York,brown.net,2023-03-11,Professional,97,Canceled,2023-03-15,970,3,2023
555,Bryan,Green,bryan.green@brown.info,Leach-Franklin,nguyen.info,2024-07-11,Professional,97,Active,2025-01-02,2231,7,2024
556,Jacqueline,Williams,jacqueline.williams@payne.biz,"Johnson, Hancock and Quinn",flores.biz,2023-03-31,Professional,97,Active,2025-01-16,679,3,2023
557,Jacob,Humphrey,jacob.humphrey@mack-vazquez.biz,Oconnor Group,williams.net,2024-04-13,Enterprise,199,Active,2025-01-20,4577,4,2024
558,Danny,Lane,danny.lane@mitchell-white.com,Landry-Santana,bennett.net,2023-05-29,Professional,97,Canceled,2024-09-18,970,5,2023
559,Jessica,Barron,jessica.barron@mcdaniel.com,Miller Ltd,taylor.com,2023-02-15,Professional,97,Active,2023-03-15,970,2,2023
560,Paul,Cook,paul.cook@mullen-carrillo.org,"Collins, Cole and Curtis",brown.org,2024-12-12,Professional,97,Canceled,2024-12-22,679,12,2024
561,Steven,Mcgee,steven.mcgee@brown-turner.com,"Russell, Thompson and Porter",griffin-haas.com,2024-02-21,Starter,47,Active,2024-10-27,658,2,2024
562,Cole,Gonzalez,cole.gonzalez@moore.net,Carroll Group,stokes.com,2024-02-09,Starter,47,Active,2024-05-03,564,2,2024
563,Veronica,Simmons,veronica.simmons@chan.com,"Lee, Chapman and Le",huffman.biz,2024-08-25,Starter,47,Canceled,2024-11-19,188,8,2024
564,Randy,Thomas,randy.thomas@castro-smith.net,"Sims, Luna and Thomas",todd-kim.com,2024-12-10,Enterprise,199,Active,2024-12-28,3980,12,2024
565,Edward,Johnson,edward.johnson@smith.org,Martinez Inc,jefferson.info,2024-06-26,Starter,47,Canceled,2025-01-11,564,6,2024
566,Stephanie,Howard,stephanie.howard@dean.com,Reese LLC,cobb.info,2024-07-06,Enterprise,199,Active,2024-08-11,2786,7,2024
567,Brandy,Johns,brandy.johns@white.com,"Klein, Murphy and Peterson",mckinney.com,2023-10-11,Enterprise,199,Canceled,2024-07-04,398,10,2023
568,William,Sandoval,william.sandoval@martinez.com,"Stewart, Elliott and Miranda",schwartz.com,2023-09-02,Starter,47,Canceled,2023-09-05,423,9,2023
569,Kevin,Wade,kevin.wade@montgomery-white.net,"Gallagher, Silva and Park",jackson.com,2023-08-21,Starter,47,Active,2024-02-06,329,8,2023
570,Marissa,King,marissa.king@barton.com,"Baker, Quinn and Black",wheeler-morales.com,2023-03-18,Starter,47,Active,2024-03-08,470,3,2023
571,Eric,Vazquez,eric.vazquez@chavez.biz,Davis-Herrera,smith.com,2023-02-22,Starter,47,Canceled,2023-08-16,282,2,2023
572,Holly,Brewer,holly.brewer@butler-clark.biz,"Ward, Mcdaniel and Frank",kim-kline.com,2023-09-25,Professional,97,Active,2024-11-06,388,9,2023
573,Mariah,Gonzalez,mariah.gonzalez@perry.com,"Peterson, Turner and Tapia",anderson.com,2024-03-19,Professional,97,Active,2024-08-28,1746,3,2024
574,Stephen,Hayes,stephen.hayes@rogers.net,Taylor-Nelson,richmond.com,2023-04-13,Professional,97,Canceled,2024-02-03,776,4,2023
575,Cody,Gardner,cody.gardner@parsons-frost.org,Patton LLC,bennett.com,2024-08-08,Professional,97,Canceled,2024-09-06,776,8,2024
576,Kathy,Sanchez,kathy.sanchez@smith-jimenez.info,Delgado-Campbell,rivera.com,2023-03-20,Starter,47,Active,2023-08-04,470,3,2023
577,Tina,Howe,tina.howe@valencia.info,"Russell, Johnson and Parrish",rodriguez.com,2024-11-01,Professional,97,Canceled,2024-11-09,776,11,2024
578,William,Harrison,william.harrison@wang.com,Weaver-Martin,berry.com,2024-02-19,Starter,47,Active,2024-05-23,94,2,2024
579,Brittany,Jordan,brittany.jordan@cuevas.com,Ruiz-Wilkerson,chambers-munoz.org,2024-04-14,Starter,47,Canceled,2024-07-25,141,4,2024
580,Joseph,Wagner,joseph.wagner@rodriguez-perry.org,Smith-Levy,morgan.info,2024-01-13,Professional,97,Canceled,2024-01-15,194,1,2024
581,Jeffrey,Wells,jeffrey.wells@chung.biz,Jenkins-Richardson,black.com,2025-01-03,Professional,97,Active,2025-01-09,1358,1,2025
582,Martha,Wolfe,martha.wolfe@skinner.com,Haley-Hogan,delacruz-fisher.com,2023-11-28,Professional,97,Canceled,2024-02-27,97,11,2023
583,Julian,Wells,julian.wells@ruiz.com,Carpenter-Johnson,spencer.com,2024-05-31,Professional,97,Canceled,2024-08-04,388,5,2024
584,Ashley,Ross,ashley.ross@leach.com,"Diaz, Howell and Lawrence",griffin-martin.com,2023-12-20,Enterprise,199,Active,2024-11-14,2587,12,2023
585,Cynthia,Jackson,cynthia.jackson@marshall.com,"Fuentes, Perkins and Pham",thompson-russell.org,2024-12-29,Enterprise,199,Active,2025-01-07,2388,12,2024
586,Tracey,Morse,tracey.morse@johnson.com,Garcia Group,berg-williams.org,2023-07-19,Starter,47,Canceled,2023-11-10,94,7,2023
587,Mary,Garcia,mary.garcia@moreno.com,Jones-Zamora,mills.com,2024-11-25,Enterprise,199,Canceled,2024-12-17,1592,11,2024
588,Jamie,Richardson,jamie.richardson@mitchell.com,"Carter, Schmidt and Ingram",steele-wells.info,2024-01-31,Starter,47,Canceled,2024-08-06,141,1,2024
589,Ian,Cross,ian.cross@meyer.net,"Stewart, Lambert and Williams",mccarthy.info,2023-07-22,Professional,97,Active,2023-11-11,1067,7,2023
590,Laura,Cortez,laura.cortez@jordan.net,"Schroeder, Gordon and Reid",howe-patterson.com,2024-08-12,Enterprise,199,Active,2024-10-23,3383,8,2024
591,Victoria,Davis,victoria.davis@carpenter-gentry.org,"Warren, Graves and Schwartz",moore-fox.com,2024-01-25,Professional,97,Canceled,2024-09-24,970,1,2024
592,Amanda,Valdez,amanda.valdez@salazar.com,"Meyer, Watts and Ortiz",martinez.com,2024-10-15,Professional,97,Canceled,2024-11-13,1067,10,2024
593,Elizabeth,Estrada,elizabeth.estrada@powell-miller.com,Mcdonald-Thompson,hayes-curry.com,2024-03-12,Starter,47,Canceled,2024-10-29,94,3,2024
594,James,Bailey,james.bailey@ray.com,Woodard and Sons,scott-bell.com,2024-12-20,Starter,47,Canceled,2025-01-19,188,12,2024
595,Isaac,Watson,isaac.watson@adams.info,"Chang, Roberts and Rodriguez",richards.net,2024-08-05,Professional,97,Canceled,2024-09-24,291,8,2024
596,Debra,Blanchard,debra.blanchard@vance.net,Scott Group,scott.org,2023-04-09,Enterprise,199,Canceled,2024-01-20,1393,4,2023
597,Jennifer,Owens,jennifer.owens@fitzpatrick.com,"Black, Whitaker and Pham",parks.com,2024-01-22,Professional,97,Canceled,2024-11-13,194,1,2024
598,Morgan,Reynolds,morgan.reynolds@nichols-williamson.org,Edwards Inc,peterson-wilson.com,2024-07-12,Professional,97,Canceled,2025-01-07,970,7,2024
599,Timothy,Wheeler,timothy.wheeler@williams.com,Watts-Johnson,jones.net,2023-06-28,Enterprise,199,Canceled,2023-07-28,1393,6,2023
600,Thomas,Smith,thomas.smith@freeman-patterson.org,"Thompson, Palmer and Nielsen",warner.com,2024-08-15,Professional,97,Canceled,2024-10-08,776,8,2024
601,Jeff,Mooney,jeff.mooney@franco.org,Watson PLC,martinez-snow.biz,2023-10-26,Enterprise,199,Active,2024-05-16,1393,10,2023
602,Christian,Rodgers,christian.rodgers@williams-little.com,Richardson-Young,mora.info,2024-04-08,Starter,47,Canceled,2024-12-27,329,4,2024
603,Wendy,Lawson,wendy.lawson@cohen.com,Cooper-Alvarez,barnett.com,2024-07-09,Professional,97,Canceled,2024-12-27,291,7,2024
604,Alan,Perry,alan.perry@benjamin.com,Randall-Mckenzie,hill.biz,2024-06-27,Enterprise,199,Active,2024-11-28,4378,6,2024
605,Cynthia,Luna,cynthia.luna@parker-smith.net,Harvey-Ali,wilson.net,2024-01-14,Starter,47,Active,2024-08-23,470,1,2024
606,Laura,Harrison,laura.harrison@myers.info,"Randolph, Phillips and Aguilar",smith.com,2024-10-15,Starter,47,Active,2024-10-19,376,10,2024
607,Brittany,Flores,brittany.flores@rollins.com,Andrade PLC,douglas.com,2023-04-08,Enterprise,199,Active,2023-08-02,2985,4,2023
608,Jessica,Johnson,jessica.johnson@glover.net,Marshall Group,west-smith.com,2024-04-02,Enterprise,199,Canceled,2024-11-11,1791,4,2024
609,Brenda,Gill,brenda.gill@evans.com,Williams-Martinez,mcfarland.com,2024-07-04,Starter,47,Canceled,2024-08-27,517,7,2024
610,Maureen,Wiley,maureen.wiley@wilson.com,Rogers-Lee,horn.org,2024-05-03,Professional,97,Active,2025-01-17,2134,5,2024
611,Melissa,Webster,melissa.webster@howell.com,"Diaz, Johnson and Scott",reynolds-petersen.info,2024-01-07,Enterprise,199,Active,2024-03-27,3383,1,2024
612,Robert,Williams,robert.williams@bishop.com,"Ramirez, Hicks and Snyder",johnston-davenport.com,2023-06-07,Enterprise,199,Canceled,2023-11-07,2189,6,2023
613,Donna,Smith,donna.smith@hull-hogan.com,Fitzgerald-Burke,smith.com,2024-01-11,Starter,47,Canceled,2024-09-06,235,1,2024
614,Antonio,Hall,antonio.hall@johnson.org,"Coleman, Gonzalez and Carlson",smith.biz,2023-05-25,Starter,47,Canceled,2024-05-26,282,5,2023
615,Jeffrey,Guzman,jeffrey.guzman@perez-hernandez.com,Russo-Mcknight,duke.com,2023-02-13,Enterprise,199,Canceled,2024-05-19,398,2,2023
616,Lisa,Hall,lisa.hall@wright-benitez.com,Jones-Smith,crosby.com,2024-05-07,Starter,47,Active,2024-06-23,329,5,2024
617,Rodney,Barton,rodney.barton@brown.com,"Avila, Norris and Jones",hamilton-contreras.com,2024-11-24,Professional,97,Canceled,2025-01-15,194,11,2024
618,Keith,Brewer,keith.brewer@fisher-lawson.com,Ellis-Christian,johnson.com,2023-10-16,Professional,97,Active,2024-12-10,776,10,2023
619,Cathy,Edwards,cathy.edwards@martin.biz,"Contreras, Arroyo and Flynn",taylor.org,2024-12-13,Enterprise,199,Active,2025-01-14,796,12,2024
620,Lisa,Chen,lisa.chen@hall.org,Walker Group,johnson-thomas.org,2023-06-13,Enterprise,199,Canceled,2024-02-13,2189,6,2023
621,Mark,Page,mark.page@schmidt.net,"Davis, Li and Larson",johnson.com,2023-11-10,Enterprise,199,Active,2024-03-31,2786,11,2023
622,Jamie,Woodward,jamie.woodward@gardner.biz,"Robinson, King and Rosales",mccall.com,2024-05-26,Enterprise,199,Canceled,2024-10-13,995,5,2024
623,Jeremy,Miller,jeremy.miller@miller.net,"Lopez, Arellano and Maldonado",summers.com,2023-05-11,Enterprise,199,Canceled,2024-07-07,2189,5,2023
624,Thomas,Campbell,thomas.campbell@martin-compton.com,Torres Inc,phelps-daniels.com,2023-12-05,Starter,47,Active,2023-12-07,47,12,2023
625,William,Mosley,william.mosley@dawson-wheeler.com,"Johnson, Russell and Vance",dixon.org,2024-02-20,Starter,47,Active,2024-09-22,705,2,2024
626,Teresa,Torres,teresa.torres@nolan.info,Shelton-Jackson,tate.com,2024-11-13,Enterprise,199,Canceled,2024-11-27,1393,11,2024
627,Justin,Mckinney,justin.mckinney@vaughn-clark.info,Smith and Sons,mitchell.info,2024-02-27,Enterprise,199,Active,2024-09-06,4378,2,2024
628,Amy,Garcia,amy.garcia@short-young.com,Francis-Lucas,scott.com,2023-12-21,Professional,97,Active,2024-11-02,2134,12,2023
629,Samantha,James,samantha.james@olson-vang.com,"Jones, Moore and Ryan",santiago.info,2024-04-17,Starter,47,Active,2024-07-03,940,4,2024
630,Nicole,Hull,nicole.hull@meadows.com,"Dean, Miller and Ruiz",roth.info,2024-12-22,Starter,47,Canceled,2025-01-04,47,12,2024
631,Kelly,Terry,kelly.terry@cooper.com,"Johnson, Moore and Kim",white.com,2023-07-18,Professional,97,Canceled,2024-04-13,97,7,2023
632,Patricia,Duran,patricia.duran@clark.biz,"Fisher, Allen and Hernandez",padilla.com,2023-02-09,Enterprise,199,Canceled,2024-07-07,2388,2,2023
633,Roy,Ware,roy.ware@brooks.net,Martin-Simon,neal.com,2024-08-09,Enterprise,199,Active,2024-09-25,2388,8,2024
634,Michelle,Campbell,michelle.campbell@parker.org,Chan-Anderson,osborne.com,2024-06-11,Enterprise,199,Canceled,2024-09-30,199,6,2024
635,Jesus,Chang,jesus.chang@herrera-marshall.info,"Willis, Rodriguez and Hart",perez.com,2024-01-10,Professional,97,Active,2024-02-12,1164,1,2024
636,Danielle,Rodriguez,danielle.rodriguez@garcia.org,"Anderson, Phillips and Tucker",douglas-hahn.com,2024-04-02,Professional,97,Canceled,2024-10-08,291,4,2024
637,Justin,Gill,justin.gill@miller-stewart.com,Hansen-Roberson,phillips.com,2024-09-28,Professional,97,Canceled,2024-12-06,388,9,2024
638,Derek,Jacobs,derek.jacobs@cortez-savage.com,"Taylor, Vang and Holloway",holloway.com,2025-01-10,Enterprise,199,Canceled,2025-01-12,2388,1,2025
639,Michelle,Duarte,michelle.duarte@anthony-wood.com,"Harris, Rivera and Trujillo",ellis.com,2023-10-08,Enterprise,199,Canceled,2024-03-07,1194,10,2023
640,Jose,Herman,jose.herman@nicholson.info,"Pearson, Bauer and Washington",jackson.com,2024-04-06,Professional,97,Active,2024-10-17,1649,4,2024
641,Mark,Stevens,mark.stevens@soto.info,"Quinn, Boyer and Cole",weiss-horne.org,2023-04-01,Starter,47,Canceled,2023-05-05,423,4,2023
642,Edward,Barker,edward.barker@jordan-harmon.com,Young-Smith,reeves-bennett.biz,2024-05-24,Enterprise,199,Active,2024-08-12,1990,5,2024
643,Vanessa,Taylor,vanessa.taylor@miranda-rodriguez.com,Ali-Wright,stanley-jones.net,2024-09-11,Enterprise,199,Canceled,2024-11-21,1791,9,2024
644,Jennifer,Washington,jennifer.washington@adams-martin.com,"Townsend, Hill and Wells",boyd.biz,2023-11-29,Professional,97,Canceled,2024-07-30,291,11,2023
645,Derek,Huber,derek.huber@abbott-owen.org,Gilbert-Shannon,wang.info,2024-08-25,Professional,97,Active,2024-10-04,679,8,2024
646,Hayley,Smith,hayley.smith@bartlett-rodriguez.com,"Rice, Glover and Wade",acevedo.biz,2024-09-10,Professional,97,Active,2024-12-11,1358,9,2024
647,Madison,Brown,madison.brown@webster.biz,"Hall, Barry and Stokes",ford.com,2024-10-24,Enterprise,199,Canceled,2024-11-08,1791,10,2024
648,Jamie,Matthews,jamie.matthews@thompson.com,Johnson-Jones,anderson.com,2024-06-24,Professional,97,Active,2024-07-09,1455,6,2024
649,Stacy,Rodriguez,stacy.rodriguez@robertson-gonzales.com,Moore PLC,farmer.com,2023-11-22,Starter,47,Canceled,2024-09-18,564,11,2023
650,Thomas,Watts,thomas.watts@ingram-grant.com,"Smith, Dominguez and Mendoza",brown-owens.com,2023-03-29,Professional,97,Canceled,2023-04-10,194,3,2023
651,Suzanne,Gomez,suzanne.gomez@dean-rollins.net,Grant Ltd,maxwell.net,2024-05-13,Enterprise,199,Canceled,2025-01-10,1393,5,2024
652,Hannah,Wilson,hannah.wilson@williams.com,Phillips-Kramer,herrera.com,2024-08-17,Professional,97,Active,2024-12-19,1358,8,2024
653,Alan,Turner,alan.turner@odonnell.net,"Horne, Stuart and Boyd",garcia.biz,2023-10-15,Enterprise,199,Active,2023-11-29,597,10,2023
654,Donna,Johnson,donna.johnson@gross.com,James Group,humphrey-smith.com,2024-10-16,Starter,47,Active,2024-12-21,1034,10,2024
655,Cassandra,Duke,cassandra.duke@nguyen-chaney.net,"Douglas, Walker and Mitchell",miller-allen.com,2024-02-27,Starter,47,Canceled,2024-07-24,376,2,2024
656,Joseph,Gutierrez,joseph.gutierrez@richmond.com,Davis-Carr,robertson.com,2023-10-11,Enterprise,199,Canceled,2024-09-04,1194,10,2023
657,Mia,Nielsen,mia.nielsen@wolfe-mcneil.biz,Smith-Small,peters.info,2024-07-06,Professional,97,Canceled,2024-10-05,388,7,2024
658,Todd,Frazier,todd.frazier@santos.biz,Fox-Chapman,gibson.net,2024-01-29,Starter,47,Active,2024-09-01,1128,1,2024
659,Shawn,Tyler,shawn.tyler@schroeder.com,"Madden, Deleon and Logan",garcia.biz,2024-11-19,Professional,97,Active,2025-01-05,1649,11,2024
660,Lynn,Romero,lynn.romero@hensley.net,"Brown, Johnson and Page",vargas.com,2024-09-14,Starter,47,Canceled,2025-01-02,235,9,2024
661,Heather,Owens,heather.owens@garrett.org,"Brown, Wang and Turner",smith-williams.com,2024-10-03,Enterprise,199,Active,2024-12-25,4378,10,2024
662,Stephen,Ruiz,stephen.ruiz@fuentes.com,Anderson PLC,mcknight.com,2024-01-27,Starter,47,Canceled,2024-02-14,329,1,2024
663,Lisa,Sims,lisa.sims@smith.com,Shelton-Stone,nelson-kim.net,2024-12-14,Enterprise,199,Active,2024-12-21,4378,12,2024
664,Rebecca,Ball,rebecca.ball@austin-kelly.com,Pierce Ltd,stanley-griffith.info,2023-04-22,Professional,97,Active,2023-05-02,1552,4,2023
665,Christopher,Reyes,christopher.reyes@roberts.com,"Taylor, Ross and Miller",edwards.info,2024-01-06,Starter,47,Active,2024-01-12,940,1,2024
666,Alexandra,Keith,alexandra.keith@maxwell.com,"Martin, Thomas and Lee",george.org,2024-08-20,Enterprise,199,Active,2025-01-07,3383,8,2024
667,Marcus,Baker,marcus.baker@montes.com,"Pratt, Larsen and Baker",lewis.org,2024-10-18,Enterprise,199,Active,2024-11-01,3781,10,2024
668,Katherine,Gonzalez,katherine.gonzalez@ford-noble.com,Banks-Mcmahon,gomez.com,2023-06-19,Enterprise,199,Canceled,2024-02-05,1791,6,2023
669,Mary,Jordan,mary.jordan@frank.info,Fuller-Palmer,boyd-chan.com,2024-04-16,Enterprise,199,Active,2024-08-24,4776,4,2024
670,Matthew,Stevens,matthew.stevens@prince.com,Clark-Martin,johnson.com,2024-12-02,Enterprise,199,Canceled,2025-01-12,1791,12,2024
671,Jonathan,Williams,jonathan.williams@alvarado.net,"Sanders, Allen and Burke",thompson-black.com,2024-04-12,Starter,47,Active,2024-04-15,658,4,2024
672,Darrell,Joseph,darrell.joseph@bryant.com,Tapia Inc,brown.com,2023-09-30,Enterprise,199,Active,2024-09-30,1791,9,2023
673,Daniel,Robinson,daniel.robinson@fisher.com,Williams Group,mcpherson-thomas.com,2024-04-30,Starter,47,Active,2024-10-03,376,4,2024
674,Robert,Donaldson,robert.donaldson@johnson.com,Reese-Thompson,gonzalez-watkins.com,2023-03-03,Enterprise,199,Canceled,2023-07-02,995,3,2023
675,Tammy,Boyd,tammy.boyd@wright.com,"Trujillo, Ingram and Watson",cooper.com,2024-05-05,Professional,97,Canceled,2024-06-13,873,5,2024
676,Andrew,Mcknight,andrew.mcknight@baker.com,"Hoffman, Ellison and Marquez",thomas-bishop.com,2024-10-17,Enterprise,199,Active,2024-12-16,3980,10,2024
677,Anna,Martinez,anna.martinez@white.com,"Taylor, Carr and Dunlap",stone-adkins.com,2024-04-27,Enterprise,199,Active,2024-06-20,4577,4,2024
678,Stacy,Jensen,stacy.jensen@davis.com,"Melton, Valdez and Romero",phillips.com,2024-11-16,Enterprise,199,Canceled,2024-12-16,2189,11,2024
679,James,Day,james.day@jones.com,"Carroll, Cannon and Rose",morales.biz,2024-06-27,Starter,47,Canceled,2024-12-11,564,6,2024
680,Jasmine,Cruz,jasmine.cruz@garner.com,Delgado-Smith,rollins.com,2023-09-04,Enterprise,199,Canceled,2024-09-24,1791,9,2023
681,Michael,James,michael.james@clark.com,Johnson Ltd,porter-moore.info,2024-05-27,Professional,97,Active,2024-11-03,582,5,2024
682,Stacie,Morris,stacie.morris@schroeder-lee.biz,Jimenez-Martin,caldwell.com,2023-10-16,Enterprise,199,Active,2024-02-25,1990,10,2023
683,David,Travis,david.travis@miranda.com,Martinez Group,cooper.com,2024-10-31,Professional,97,Active,2024-12-31,2037,10,2024
684,Chase,Miles,chase.miles@kaiser.com,Fisher-Campbell,martinez.org,2024-04-10,Starter,47,Canceled,2024-12-02,564,4,2024
685,Erica,Thornton,erica.thornton@bird.com,"Salinas, Simon and Schmidt",garcia.com,2023-06-22,Professional,97,Canceled,2024-07-12,776,6,2023
686,Tammy,Patel,tammy.patel@dougherty-johnson.info,Brennan and Sons,ibarra-wilkins.com,2024-03-26,Professional,97,Canceled,2024-06-25,1164,3,2024
687,Randy,Vincent,randy.vincent@williams.com,Dickerson-Barr,cline.net,2023-03-15,Enterprise,199,Active,2024-07-31,597,3,2023
688,Gabriel,Johnson,gabriel.johnson@ortiz.biz,Hernandez Ltd,day-cook.com,2023-12-22,Starter,47,Active,2024-11-18,47,12,2023
689,William,Ibarra,william.ibarra@miller.com,Miller LLC,rodriguez.com,2023-09-18,Enterprise,199,Active,2024-07-21,3184,9,2023
690,Nicholas,Byrd,nicholas.byrd@nelson.com,"Ayers, Wright and Schmidt",jacobs.biz,2023-10-24,Starter,47,Canceled,2024-05-06,470,10,2023
691,Kelsey,Waters,kelsey.waters@ramirez.com,"Frazier, White and Elliott",delgado.com,2023-11-05,Enterprise,199,Canceled,2024-08-03,1990,11,2023
692,Becky,Kirk,becky.kirk@wright-ruiz.org,"Berry, Gomez and Tran",gonzalez.com,2023-04-20,Enterprise,199,Active,2023-07-12,2388,4,2023
693,Rodney,Rodriguez,rodney.rodriguez@woodard.com,"Harrison, Sullivan and Haas",mullins.com,2024-04-30,Enterprise,199,Active,2024-11-17,4179,4,2024
694,Jacob,Brown,jacob.brown@moore.com,"Hurley, Snyder and Shepard",rivera-blanchard.com,2023-05-04,Starter,47,Active,2024-12-28,94,5,2023
695,Carlos,Mcgee,carlos.mcgee@griffin.com,Barnes Group,evans.com,2024-10-04,Starter,47,Canceled,2024-11-10,188,10,2024
696,Kristin,Wilson,kristin.wilson@griffith-solis.com,"Thompson, Hines and Carroll",ballard.biz,2023-12-26,Professional,97,Active,2024-03-05,1164,12,2023
697,Scott,Hill,scott.hill@harrison-gonzalez.biz,Davis and Sons,higgins-chavez.org,2024-07-25,Starter,47,Active,2024-08-21,235,7,2024
698,Anita,Kline,anita.kline@lewis-mcdowell.com,"Davis, Hays and Donovan",hill.com,2023-12-13,Starter,47,Canceled,2024-06-10,235,12,2023
699,Clinton,Morgan,clinton.morgan@mcmahon-rice.com,"Humphrey, Walker and Ewing",johnson-blackwell.biz,2023-02-28,Professional,97,Active,2024-06-25,1649,2,2023
700,Mitchell,Parker,mitchell.parker@hernandez.info,Herrera PLC,proctor.org,2024-10-18,Professional,97,Active,2025-01-16,873,10,2024
701,Arthur,Zhang,arthur.zhang@hamilton.com,"Torres, Martin and Williams",elliott.org,2023-04-22,Enterprise,199,Active,2024-01-08,3383,4,2023
702,Grace,Norris,grace.norris@buchanan-stone.com,"Patterson, Johnson and Campbell",gordon-young.com,2024-09-29,Professional,97,Active,2025-01-20,1358,9,2024
703,Randy,Cline,randy.cline@brooks.biz,Blevins-Lynch,tucker-irwin.info,2024-12-19,Enterprise,199,Canceled,2025-01-02,1194,12,2024
704,Karen,Ray,karen.ray@byrd.com,Gallagher-Davis,williams.com,2025-01-11,Starter,47,Active,2025-01-19,658,1,2025
705,Sabrina,French,sabrina.french@avila-burns.org,"Robertson, Morgan and Lawrence",griffin.com,2023-02-18,Enterprise,199,Canceled,2023-08-25,1990,2,2023
706,Lee,Morris,lee.morris@fisher.com,"Taylor, Stewart and Sanchez",rosales-davis.org,2023-10-21,Starter,47,Active,2024-03-08,611,10,2023
707,Julia,Wilson,julia.wilson@lester.biz,"Gonzalez, Sims and Pearson",fisher-baker.info,2023-11-10,Enterprise,199,Active,2024-05-14,2587,11,2023
708,Brianna,Wilson,brianna.wilson@taylor-johnson.com,Smith-Ibarra,rodriguez.com,2023-03-17,Enterprise,199,Active,2023-04-13,3980,3,2023
